participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt,resp_ret_confidence.keys,resp_ret_confidence.rt,ep1,ep2,ep3,ep4,ep5,ep6,ep7,ep8,sem1,sem2,sem3,sem4,sem5,sem6,spa1,spa2,spa3,spa4,spa5,spa6,fut1,fut2,fut3,fut4,fut5,fut6,per_1,per_2,per_3,per_4,sun_1,sun_2,sun_3,sun_4,shop_1,shop_2,shop_3,shop_4,scene_1,scene_2,scene_3,scene_4,age
59,23,3,Eating,Hammock,Brad,Restaurant,,15,3.291666667,4.0777,person,object,place,1,27.6644,1,1,18.9611,3,1,4.1023,3,1,4.0128,1,1,3.605,2,1,2.7836,2,19,1,0.4731,4.30078125,3.1724,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,8,4,Competition,Goggles,Princess,Savannah,,4,2.373697917,3.6165,place,object,person,0,67.9641,2,1,4.3231,1,1,67.6549,4,0,5.3844,2,1,7.0138,2,1,3.2429,1,22,1,1.3348,3.03125,2.5844,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,14,5,Relaxing,Stroller,Dolly,Ski,,17,3.311197917,2.7772,place,person,object,1,40.3391,1,1,3.6342,1,1,5.7696,2,0,4.5783,1,1,3.1271,2,1,3.1374,1,6,1,0.5538,4.372395833,3.9389,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,13,6,Errands,Stopwatch,Tom,Icerink,,1,2.69921875,6.4587,place,object,person,1,61.4291,3,0,20.8311,3,1,5.8922,1,1,13.1779,1,1,9.4843,1,1,3.3329,2,7,1,0.8275,4.76953125,4.7984,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,21,7,Home,Gardengloves,Britney,Cabin,,3,3.265625,4.4313,place,object,person,1,41.8002,2,0,4.5345,4,1,61.0441,3,1,4.9831,1,1,4.299,2,1,3.3653,2,2,1,5.0199,3.272135417,3.5183,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,10,8,Work,Easel,Sean,Aquarium,,7,3.278645833,5.5015,object,place,person,1,87.6342,2,1,6.6592,4,1,3.5784,4,1,4.9171,1,1,3.8504,2,0,2.1269,2,14,1,1.7437,3.376302083,4.9676,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,19,9,Holiday,Wine,Julia,Pool,,22,3.28515625,2.7661,person,object,place,1,39.1691,3,1,9.1656,4,1,6.932,2,1,3.976,2,1,3.5147,1,0,0.9935,1,20,1,0.7048,4.118489583,2.5001,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,20,10,Friends,Backpack,Daniel,Bridge,,18,1.481770833,2.8666,object,place,person,0,52.499,1,0,4.7919,3,1,8.1446,2,1,3.0555,2,0,2.06,2,0,1.9444,2,18,1,1.0727,1.436197917,1.7854,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,3,11,Music,Bike,Hugh,Lighthouse,,12,4.1640625,3.8078,person,place,object,1,76.3039,4,1,6.1169,1,1,4.1396,1,0,3.4852,1,0,4.2347,1,0,4.4876,1,8,1,0.8857,4.4375,3.1282,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,6,12,Sightseeing,Ladder,Keanu,Beach,,5,3.174479167,5.5209,object,place,person,1,60.2377,2,1,11.0549,1,1,2.5031,3,0,8.593,1,1,4.9077,2,1,1.9384,2,12,1,1.4346,3.734375,2.8369,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,9,13,Shopping,Duster,Robin,Kitchen,,2,2.438802083,4.7235,place,object,person,1,37.1898,4,1,7.4665,2,1,11.5026,1,1,4.1395,2,0,5.5788,2,0,3.7501,2,23,1,0.4759,2.81640625,4.0695,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,7,14,Art,Headphones,Nicole,Avenue,,13,1.436197917,3.9691,person,object,place,1,36.19,2,0,3.9674,3,1,2.5175,3,1,3.9213,1,0,1.7376,1,1,3.8564,1,9,3,6.7768,1.514322917,1.722,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,2,15,Volunteer,Flowers,Jennifer,Waterfall,,23,1.364583333,2.3093,person,place,object,0,4.668,4,1,3.5985,3,1,6.8596,4,0,3.5929,1,1,2.1428,1,0,2.3523,2,17,2,2.5599,1.227864583,10.3327,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,22,16,Travel,Computer,George,Field,,11,1.442708333,3.242,object,person,place,0,57.3835,3,0,4.2783,4,1,5.5659,1,0,5.2218,2,0,9.3255,1,0,11.6238,1,4,1,1.8096,1.48828125,2.2527,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,5,17,Party,Satchel,Judi,Bowling,,6,1.579427083,2.9186,place,person,object,0,52.1153,4,1,7.683,3,0,5.9992,4,1,5.2312,2,0,6.9224,2,0,2.592,1,11,1,0.7359,1.911458333,3.5017,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,15,18,Celebration,Football,Meryl,Harbor,,16,3.330729167,2.8946,object,person,place,1,57.4809,1,1,3.8294,3,1,7.2323,4,0,2.6685,1,0,2.4907,2,0,1.7667,2,24,1,1.4596,4.26171875,3.3075,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,4,19,Exercise,Beachball,Will,Casino,14.8459,20,1.345052083,2.3692,object,person,place,0,43.8108,3,1,3.9363,2,0,2.627,3,0,4.2232,2,0,2.454,1,0,65.1931,2,10,1,2.0391,1.358072917,2.2361,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,24,20,Family,Extinguisher,Anne,Basketball,,10,1.221354167,3.7704,person,place,object,0,6.3352,3,0,5.2981,1,0,6.6481,2,1,4.9761,1,0,4.1633,2,1,10.0639,2,13,3,4.5688,1.475260417,2.4349,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,18,21,DIY,Chair,Beyonce,Winecellar,17.945,21,1.703125,1.6259,person,object,place,1,6.3576,2,1,4.034,3,0,3.1754,2,0,2.9335,1,1,2.8839,1,1,2.9125,1,16,3,2.9419,1.729166667,1.7527,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,1,22,Date,Jug,Helena,Studio,,8,1.729166667,6.4878,person,place,object,1,43.0364,3,0,4.6591,4,0,3.0076,1,1,6.9516,1,0,3.7266,1,0,3.8432,1,3,1,3.4202,1.794270833,2.7015,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,16,23,Winter,Record,David,DiningRoom,9.6204,24,1.364583333,2.4248,place,person,object,0,66.1245,1,0,4.1743,1,1,5.2625,3,1,3.0161,1,1,3.5549,1,1,2.7364,1,21,1,0.4727,1.403645833,1.7859,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
59,12,24,Studying,Trampoline,Elvis,Classroom,,14,1.885416667,3.0052,place,person,object,1,61.3377,4,1,2.418,4,0,6.0514,3,1,3.3318,2,0,3.1212,1,1,3.0093,1,5,1,0.537,2.015625,1.9949,4,2,4,2,2,3,2,2,3,4,1,3,3,3,4,4,2,1,4,4,1,2,2,1,1,5,2,2,1,1,3,3,2,4,3,3,4,3,1,2,2,1,1
5,13,1,Errands,Stopwatch,Tom,Icerink,13.8525,20,1.236111111,8.4556,place,object,person,0,5.4428,2,1,7.1628,4,0,4.9929,3,1,3.3577,1,1,2.1619,1,0,1.8563,1,11,1,0.576,1.356481552,4.1229,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,9,2,Shopping,Duster,Robin,Kitchen,18.5112,17,1.365740882,2.1807,place,object,person,0,6.9676,2,0,4.4673,1,0,8.2731,2,0,5.1522,1,1,1.6398,1,0,3.1503,2,24,1,0.5062,1.416666667,12.4016,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,1,3,Date,Jug,Helena,Studio,16.9947,13,1.620370441,5.0385,person,place,object,0,11.4674,1,1,5.5773,3,0,4.7422,3,0,3.5021,2,0,2.0236,1,1,2.0017,2,18,1,0.6044,1.462963104,2.6525,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,7,4,Art,Headphones,Nicole,Avenue,,9,2.685185326,2.6744,person,object,place,0,8.6611,1,1,4.3684,2,0,5.536,2,1,4.1512,1,0,3.2683,1,0,4.7674,2,6,1,0.5911,2.254629771,2.6213,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,15,5,Celebration,Football,Meryl,Harbor,,15,2.712963104,1.8251,object,person,place,1,10.4781,1,0,4.0182,1,1,5.1852,4,1,4.4836,2,0,2.9786,2,1,2.3508,1,17,1,0.4414,2.680555556,2.412,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,2,6,Volunteer,Flowers,Jennifer,Waterfall,13.9037,8,1.578703774,3.1647,person,place,object,0,7.4226,4,0,3.5857,2,0,7.067,2,0,2.284,1,1,5.1916,1,1,1.6898,1,14,1,0.5211,1.125,3.6981,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,5,7,Party,Satchel,Judi,Bowling,,5,1.606481552,11.3461,place,person,object,0,8.4227,2,0,5.3941,1,0,6.5684,3,0,3.0115,1,0,3.6661,2,1,3.6686,2,13,1,0.7028,1.231481552,2.9973,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,8,8,Competition,Goggles,Princess,Savannah,,3,1.731481552,4.3072,place,object,person,0,10.3162,3,1,14.9933,1,0,7.1055,2,1,3.0059,1,0,3.036,1,1,3.0012,1,21,1,0.5346,1.50925933,11.8259,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,18,9,DIY,Chair,Beyonce,Winecellar,13.3037,2,1.976851993,12.4895,person,object,place,0,7.6557,3,1,9.688,3,0,10.4709,3,0,4.9074,1,1,2.1177,1,0,6.1048,2,9,2,2.2526,1.152777778,2.704,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,16,10,Winter,Record,David,DiningRoom,,23,1.694444444,6.9554,place,person,object,1,7.9816,2,1,2.5011,2,1,7.1726,3,1,2.1617,1,1,2.0468,1,0,3.2123,2,16,1,0.7231,1.662037108,2.6045,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,12,11,Studying,Trampoline,Elvis,Classroom,,16,2.060185326,4.0241,place,person,object,1,5.0128,4,1,2.2839,4,1,4.0245,4,0,3.4647,1,1,2.7685,2,1,1.6889,1,23,1,0.4695,2.837963104,2.1583,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,4,12,Exercise,Beachball,Will,Casino,,12,2.361111111,7.0621,object,person,place,1,10.8724,1,1,5.7169,2,0,4.4181,3,0,3.1143,2,0,3.2584,1,1,5.3241,1,5,1,0.6519,2.379629771,5.6487,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,22,13,Travel,Computer,George,Field,,18,1.199074215,5.8485,object,person,place,0,9.3018,2,0,7.6683,2,0,5.2897,3,0,3.9774,2,1,2.9296,2,1,2.1339,2,3,1,0.5852,1.50925933,2.8363,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,3,14,Music,Bike,Hugh,Lighthouse,17.4356,10,2.277777778,2.4244,person,place,object,1,9.0329,4,1,4.3632,1,0,5.8013,4,1,3.8587,2,0,2.3176,1,0,1.8897,1,20,1,0.4197,1.703703774,9.4761,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,24,15,Family,Extinguisher,Anne,Basketball,,7,1.254629771,5.1389,person,place,object,0,6.5028,1,0,7.109,3,1,6.5358,3,1,4.4517,1,1,3.0634,1,1,2.2022,2,22,1,0.5297,1.194444444,2.5088,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,23,16,Eating,Hammock,Brad,Restaurant,,11,1.805555556,3.0051,person,object,place,0,8.0087,2,0,7.4918,4,1,6.9796,3,1,3.5006,1,0,1.5872,1,0,2.2341,1,7,1,0.8377,1.356481552,2.7653,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,14,17,Relaxing,Stroller,Dolly,Ski,,19,4.240740882,3.3118,place,person,object,1,6.1233,1,1,5.502,1,1,2.9675,2,1,3.5826,2,0,3.7392,1,1,1.1341,1,2,1,0.7129,4.199074215,3.4546,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,6,18,Sightseeing,Ladder,Keanu,Beach,,4,1.787037108,5.3695,object,place,person,1,4.4564,2,0,6.4234,2,0,3.406,1,1,4.0459,2,1,3.7175,2,1,3.5687,2,12,2,1.0255,1.032407549,4.9984,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,20,19,Friends,Backpack,Daniel,Bridge,18.4693,21,3.231481764,6.3616,object,place,person,1,5.6851,3,1,4.1916,4,0,5.0529,4,1,3.1913,2,1,1.9342,1,1,3.3321,1,19,1,0.4699,2.694444444,3.174,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,17,20,Summer,Puppy,Sandra,Circus,,1,2.148148219,10.4398,object,person,place,0,14.5092,3,0,6.8332,3,1,7.4517,1,1,3.9611,2,1,3.7759,1,1,3.2294,2,8,1,0.7742,1.587963104,5.5012,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,21,21,Home,Gardengloves,Britney,Cabin,7.3727,22,1.203703774,7.5542,place,object,person,1,7.1483,2,1,3.8105,1,1,8.0259,3,1,2.5348,1,1,4.2003,2,1,3.0185,2,15,2,2.1856,1.171296438,3.0526,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,10,22,Work,Easel,Sean,Aquarium,,24,1.625,3.5313,object,place,person,0,4.5307,3,0,5.4856,3,1,3.5456,4,1,2.8297,1,1,1.7556,2,1,1.6443,1,10,1,0.7205,1.444444444,2.074,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,11,23,Games,Binoculars,Harrison,Lake,,14,2.495370441,2.8001,object,place,person,0,11.0645,2,0,3.1184,3,0,1.9281,1,0,2.5773,2,1,1.7189,1,0,1.9526,1,4,1,0.7459,2.333333333,3.5393,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
5,19,24,Holiday,Wine,Julia,Pool,16.1179,6,1.152777778,10.4688,person,object,place,0,10.0833,1,0,3.1773,2,0,4.5622,4,0,3.0172,1,1,4.6012,1,0,2.304,1,1,1,4.0237,1.138888889,4.2258,4,5,1,3,1,2,1,2,4,4,3,2,2,3,1,1,4,5,4,5,4,4,3,4,4,1,5,5,5,5,2,1,3,4,4,2,3,4,4,3,5,3,1
60,20,1,Friends,Backpack,Daniel,Bridge,16.6325,6,1.004393673,2.4468,object,place,person,0,23.6737,4,0,11.9863,3,0,4.5823,3,0,3.8167,1,1,5.0495,1,1,2.1917,1,7,1,0.9818,1.010252083,2.5537,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,8,2,Competition,Goggles,Princess,Savannah,18.7197,14,3.482425308,0.9028,place,object,person,1,17.7853,1,1,7.3697,1,1,3.3881,4,1,3.077,1,0,2.4321,1,1,4.4862,1,16,1,1.3327,3.482425308,1.7732,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,11,3,Games,Binoculars,Harrison,Lake,,16,1.91827768,0.861,object,place,person,0,12.5767,2,0,6.7688,3,1,11.0115,2,0,3.125,2,1,2.6005,1,1,2.4345,2,9,1,1.6839,1.92413609,3.5161,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,12,4,Studying,Trampoline,Elvis,Classroom,,17,4.120972645,0.7406,place,person,object,1,14.5679,4,1,3.2292,4,1,3.2122,4,0,8.0814,1,1,2.7414,2,1,2.0557,1,3,1,0.9518,3.997949798,1.6669,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,18,5,DIY,Chair,Beyonce,Winecellar,,1,4.191271415,4.9563,person,object,place,1,10.8227,2,1,4.3643,3,1,7.6294,4,1,7.5594,2,1,4.7447,1,1,3.0713,1,1,1,8.027,5.937024376,4.4017,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,5,6,Party,Satchel,Judi,Bowling,,7,3.822202874,1.8487,place,person,object,1,7.4273,3,1,2.9198,3,1,4.1146,1,0,3.6201,1,1,2.2715,1,1,2.4124,2,4,1,0.8147,3.968658823,2.2852,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,16,7,Winter,Record,David,DiningRoom,18.8488,13,3.839777566,1.7187,place,person,object,1,18.4302,2,1,3.4478,2,1,4.4567,3,1,3.1996,1,1,2.5525,1,1,1.8231,1,11,1,1.0024,5.146163216,1.9665,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,4,8,Exercise,Beachball,Will,Casino,18.1204,8,4.062390158,2.0789,object,person,place,1,6.9745,1,1,1.6161,2,1,5.94,2,0,3.1254,2,0,3.0681,1,1,6.6019,1,18,1,0.8501,4.706795905,2.2172,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,14,9,Relaxing,Stroller,Dolly,Ski,,4,2.293204631,2.0833,place,person,object,0,13.4685,3,1,17.4384,1,1,3.2896,2,1,4.4828,2,0,3.8314,1,1,2.5519,1,23,1,1.2153,2.568541301,2.8196,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,15,10,Celebration,Football,Meryl,Harbor,,15,2.679847865,1.8921,object,person,place,1,8.076,1,1,8.7284,3,1,4.4641,4,1,6.0417,2,0,4.1566,2,1,4.6555,1,17,1,1.3694,3.705038436,1.6522,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,23,11,Eating,Hammock,Brad,Restaurant,,19,1.168424315,0.7812,person,object,place,1,8.0958,1,1,5.2376,3,1,3.4154,3,1,2.9284,1,1,2.4674,2,1,4.8606,2,8,2,1.2768,1.168424315,2.1179,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,9,12,Shopping,Duster,Robin,Kitchen,,3,1.297305303,2.3239,place,object,person,1,17.0475,4,1,7.6332,2,1,7.3253,1,1,3.7329,2,1,3.653,1,1,2.5541,1,15,1,1.1313,1.672231986,2.0025,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,17,13,Summer,Puppy,Sandra,Circus,18.543,12,1.010252083,1.3026,object,person,place,0,25.7956,2,1,8.1693,4,0,6.1903,3,0,3.5535,1,0,4.3159,2,0,3.6719,1,14,1,1.7534,1.033684917,2.2143,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,21,14,Home,Gardengloves,Britney,Cabin,,5,1.021968366,1.5723,place,object,person,1,25.8733,2,1,8.8914,1,1,4.6289,3,1,5.3521,1,1,2.4831,2,1,2.747,2,5,1,2.2223,1.027826775,4.0982,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,19,15,Holiday,Wine,Julia,Pool,16.1912,22,1.033684917,2.7049,person,object,place,0,16.4326,4,0,4.531,1,0,6.9119,3,1,7.2511,2,1,2.8544,1,1,2.749,2,21,1,0.9647,1.021968366,5.2644,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,3,16,Music,Bike,Hugh,Lighthouse,,23,1.174282456,0.7542,person,place,object,1,8.5773,4,1,2.5639,1,1,3.6326,1,1,2.3689,2,1,6.5601,2,1,2.0672,2,6,1,1.0529,1.086408994,2.7876,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,13,17,Errands,Stopwatch,Tom,Icerink,18.1644,10,3.423843357,1.4517,place,object,person,1,9.3774,3,1,5.7776,4,0,2.1712,2,1,3.8809,1,0,5.077,2,0,6.3214,1,10,1,1.7771,4.859109728,1.404,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,6,18,Sightseeing,Ladder,Keanu,Beach,18.429,20,1.033684917,0.8324,object,place,person,0,13.4119,3,1,5.0653,1,1,7.5582,3,1,5.4991,2,1,2.6634,2,1,4.2618,2,22,2,1.4686,1.027826775,2.0699,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
60,2,19,Volunteer,Flowers,Jennifer,Waterfall,,2,3.611306564,2.4065,person,place,object,1,10.3909,1,1,4.2287,3,1,7.3747,4,1,5.1728,2,1,5.2528,1,1,3.0825,1,12,2,3.0461,5.491798656,2.1525,3,3,2,4,2,3,2,4,4,2,1,2,2,3,3,3,2,2,4,4,4,3,4,4,4,1,5,4,4,5,4,4,3,3,3,1,3,4,2,2,1,2,1
